Main document class|First main dir|Second main dir|The rest of main dirs|Filename|Use count (%)
amsart|texmf-dist|tex|generic/oberdiek|infwarerr.sty|4.195
svjour3|texmf-dist|tex|latex/graphics|graphicx.sty|4.189
amsart|texmf-dist|tex|generic/oberdiek|ltxcmds.sty|4.183
article|texmf-dist|fonts|tfm/public/rsfs|rsfs7.tfm|4.172
article|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi6.pfb|4.136
article|texmf-dist|tex|latex/base|ifthen.sty|4.125
article|texmf-dist|fonts|tfm/public/latex-fonts|lasy9.tfm|4.020
amsart|texmf-dist|tex|generic/oberdiek|ifluatex.sty|3.954
revtex4|texmf-dist|fonts|tfm/public/amsfonts/symbols|msbm5.tfm|3.954
revtex4|texmf-dist|fonts|tfm/public/amsfonts/symbols|msam5.tfm|3.952
elsarticle|texmf-dist|tex|latex/xcolor|xcolor.sty|3.944
amsart|texmf-dist|tex|generic/oberdiek|etexcmds.sty|3.935
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy7.pfb|3.928
amsart|texmf-dist|tex|generic/oberdiek|pdftexcmds.sty|3.926
article|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib6.tfm|3.916
article|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy6.tfm|3.916
amsart|texmf-dist|tex|generic/oberdiek|kvsetkeys.sty|3.909
revtex4|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmex8.tfm|3.905
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmr6.pfb|3.903
amsart|texmf-dist|fonts|tfm/public/latex-fonts|lasy7.tfm|3.891
amsart|texmf-dist|tex|generic/oberdiek|ifvtex.sty|3.879
article|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib8.tfm|3.875
article|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy6.pfb|3.873
article|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy8.tfm|3.872
amsart|texmf-dist|tex|latex/hyperref|pdfmark.def|3.867
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi7.pfb|3.863
amsart|texmf-dist|tex|latex/hyperref|hdvips.def|3.863
amsart|texmf-dist|fonts|tfm/public/cm|cmbx9.tfm|3.856
amsart|texmf-dist|fonts|tfm/public/xypic|xybsql10.tfm|3.848
amsart|texmf-dist|tex|generic/xypic|xy.tex|3.848
amsart|texmf-dist|fonts|tfm/public/xypic|xycirc10.tfm|3.848
amsart|texmf-dist|fonts|tfm/public/xypic|xydash10.tfm|3.848
amsart|texmf-dist|tex|generic/xypic|xyidioms.tex|3.848
amsart|texmf-dist|fonts|tfm/public/xypic|xyatip10.tfm|3.848
amsart|texmf-dist|fonts|tfm/public/xypic|xybtip10.tfm|3.848
amsart|texmf-dist|tex|generic/xypic|xyrecat.tex|3.848
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy8.pfb|3.835
amsart|texmf-dist|tex|generic/xypic|xyarrow.tex|3.825
amsart|texmf-dist|tex|generic/xypic|xymatrix.tex|3.803
article|texmf-dist|tex|latex/geometry|geometry.sty|3.799
elsarticle|texmf-dist|fonts|tfm/public/cm|cmcsc10.tfm|3.739
amsart|texmf-dist|fonts|tfm/public/rsfs|rsfs10.tfm|3.723
elsarticle|texmf-dist|tex|latex/hyperref|pdfmark.def|3.708
elsarticle|texmf-dist|tex|latex/hyperref|hdvips.def|3.708
amsart|texmf-dist|fonts|tfm/public/rsfs|rsfs5.tfm|3.674
elsarticle|texmf-dist|tex|latex/graphics|epsfig.sty|3.670
article|texmf-dist|fonts|tfm/public/cm|cmsl10.tfm|3.653
svjour3|texmf-dist|fonts|tfm/public/cm|cmsy8.tfm|3.632
amsart|texmf-dist|tex|latex/jknapltx|ursfs.fd|3.629
amsart|texmf-dist|tex|latex/jknapltx|mathrsfs.sty|3.626
svjour3|texmf-dist|fonts|tfm/public/cm|cmmi8.tfm|3.595
svjour3|texmf-dist|fonts|tfm/public/cm|cmr8.tfm|3.590
elsarticle|texmf-dist|fonts|tfm/public/latex-fonts|lasy10.tfm|3.571
elsarticle|texmf-dist|tex|latex/base|ulasy.fd|3.562
amsart|texmf-dist|tex|generic/xypic|xyframe.tex|3.560
elsarticle|texmf-dist|tex|latex/base|latexsym.sty|3.550
revtex4|texmf-dist|fonts|tfm/public/cm|cmr9.tfm|3.546
amsart|texmf-dist|fonts|tfm/public/cm|cmtt9.tfm|3.545
article|texmf-dist|fonts|tfm/public/cm|cmtt12.tfm|3.542
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi6.pfb|3.542
article|texmf-dist|fonts|tfm/public/cm|cmti9.tfm|3.518
elsarticle|texmf-dist|tex|latex/oberdiek|auxhook.sty|3.518
elsarticle|texmf-dist|tex|generic/oberdiek|hobsub-generic.sty|3.484
elsarticle|texmf-dist|fonts|tfm/public/latex-fonts|lasy8.tfm|3.484
elsarticle|texmf-dist|tex|generic/oberdiek|hobsub-hyperref.sty|3.484
elsarticle|texmf-dist|fonts|tfm/public/latex-fonts|lasy5.tfm|3.470
amsart|texmf-dist|tex|generic/xypic|xycurve.tex|3.463
article|texmf-dist|tex|latex/base|inputenc.sty|3.460
article|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm10.tfm|3.450
amsart|texmf-dist|tex|generic/xypic|xy.sty|3.448
revtex4|texmf-dist|tex|latex/revtex4|10pt.rtx|3.447
elsarticle|texmf-dist|tex|latex/lineno|lineno.sty|3.439
article|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi12.pfb|3.436
revtex4|texmf-dist|fonts|tfm/public/cm|cmti10.tfm|3.394
revtex4|texmf-dist|fonts|tfm/public/cm|cmbx6.tfm|3.393
article|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm7.tfm|3.374
revtex4|texmf-dist|fonts|tfm/public/cm|cmsy9.tfm|3.371
revtex4|texmf-dist|fonts|tfm/public/cm|cmmi9.tfm|3.369
svjour3|texmf-var|web2c|pdftex|latex.fmt|3.368
elsarticle|texmf-dist|fonts|tfm/public/latex-fonts|lasy7.tfm|3.363
svjour3|texmf-dist|fonts|tfm/public/cm|cmbx12.tfm|3.361
amsart|texmf-dist|fonts|tfm/public/xypic|xycmat10.tfm|3.352
amsart|texmf-dist|fonts|tfm/public/xypic|xyluat10.tfm|3.352
amsart|texmf-dist|fonts|tfm/public/xypic|xycmbt10.tfm|3.352
amsart|texmf-dist|tex|generic/xypic|xytips.tex|3.352
amsart|texmf-dist|fonts|tfm/public/xypic|xylubt10.tfm|3.352
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx10.pfb|3.335
svjour3|texmf-dist|fonts|tfm/public/cm|cmbx8.tfm|3.326
revtex4|texmf-dist|fonts|tfm/public/cm|cmbx9.tfm|3.321
svjour3|texmf-dist|fonts|tfm/public/cm|cmr12.tfm|3.314
amsart|texmf-dist|tex|generic/xypic|xycmtip.tex|3.300
svjour3|texmf-dist|fonts|tfm/public/cm|cmsy6.tfm|3.281
elsarticle|texmf-dist|tex|latex/tools|array.sty|3.278
svjour3|texmf-dist|fonts|tfm/public/cm|cmmi6.tfm|3.277
article|texmf-dist|tex|latex/amsmath|amscd.sty|3.266
amsart|texmf-dist|tex|generic/xypic|xygraph.tex|3.266
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy6.pfb|3.265
amsart|texmf-dist|tex|generic/xypic|xyline.tex|3.258
amsart|texmf-dist|tex|generic/xypic|xyrotate.tex|3.244
amsart|texmf-dist|tex|generic/xypic|xycolor.tex|3.242
amsart|texmf-dist|tex|generic/xypic|xyall.tex|3.236
svjour3|texmf-dist|fonts|tfm/public/cm|cmbx5.tfm|3.221
article|texmf-dist|fonts|type1/public/amsfonts/cm|cmti10.pfb|3.191
elsarticle|texmf-dist|tex|latex/base|fleqn.clo|3.181
elsarticle|texmf-dist|fonts|type1/public/amsfonts/symbols|msbm10.pfb|3.179
elsarticle|texmf-dist|fonts|tfm/public/cm|cmr9.tfm|3.172
article|texmf-dist|fonts|type1/public/amsfonts/cm|cmr7.pfb|3.149
revtex4|texmf-dist|fonts|tfm/public/cm|cmti9.tfm|3.132
article|texmf-dist|tex|latex/amsfonts|ueuf.fd|3.119
article|texmf-dist|tex|latex/hyperref|pdfmark.def|3.100
article|texmf-dist|tex|latex/hyperref|hdvips.def|3.100
amsart|texmf-dist|tex|latex/tools|enumerate.sty|3.092
article|texmf-dist|tex|latex/xcolor|xcolor.sty|3.053
svjour3|texmf-dist|fonts|tfm/public/cm|cmr6.tfm|3.035
svjour3|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib7.tfm|3.030
svjour3|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib5.tfm|3.028
svjour3|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy7.tfm|3.028
svjour3|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy5.tfm|3.027
elsarticle|texmf-dist|fonts|tfm/public/rsfs|rsfs10.tfm|3.026
elsarticle|texmf-dist|fonts|tfm/public/cm|cmss8.tfm|3.016
article|texmf-dist|tex|latex/cite|cite.sty|3.001
elsarticle|texmf-dist|tex|latex/float|float.sty|2.994
revtex4|texmf-dist|fonts|tfm/public/cm|cmbx5.tfm|2.993
article|texmf-dist|fonts|type1/public/amsfonts/symbols|msbm10.pfb|2.989
revtex4|texmf-dist|fonts|tfm/public/cm|cmbx7.tfm|2.982
article|texmf-dist|fonts|tfm/public/cm|cmsl12.tfm|2.978
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmtt8.pfb|2.960
elsarticle|texmf-dist|fonts|tfm/public/rsfs|rsfs5.tfm|2.955
elsarticle|texmf-dist|fonts|tfm/public/cm|cmr10.tfm|2.937
article|texmf-dist|fonts|type1/public/amsfonts/cm|cmsy7.pfb|2.935
revtex4|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmex9.tfm|2.925
elsarticle|texmf-dist|tex|latex/subfigure|subfigure.sty|2.924
elsarticle|texmf-dist|tex|latex/jknapltx|ursfs.fd|2.921
elsarticle|texmf-dist|tex|latex/jknapltx|mathrsfs.sty|2.918
amsart|texmf-dist|tex|latex/base|omscmr.fd|2.905
article|texmf-dist|tex|generic/oberdiek|atbegshi.sty|2.903
elsarticle|texmf-dist|tex|latex/subfigure|subfigure.cfg|2.903
svjour3|texmf-dist|tex|latex/graphics-cfg|graphics.cfg|2.899
article|texmf-dist|tex|latex/setspace|setspace.sty|2.895
article|texmf-dist|tex|generic/babel|babel.def|2.863
article|texmf-dist|tex|generic/babel|babel.sty|2.863
svjour3|texmf-dist|tex|latex/amsmath|amsgen.sty|2.859
article|texmf-dist|fonts|type1/public/amsfonts/cm|cmr17.pfb|2.856
svjour3|texmf-dist|fonts|tfm/public/cm|cmbx7.tfm|2.849
svjour3|texmf-dist|tex|latex/amsmath|amstext.sty|2.841
svjour3|texmf-dist|tex|latex/amsmath|amsbsy.sty|2.840
svjour3|texmf-dist|tex|latex/amsfonts|amsfonts.sty|2.838
svjour3|texmf-dist|tex|latex/amsmath|amsopn.sty|2.831
svjour3|texmf-dist|tex|latex/amsmath|amsmath.sty|2.831
article|texmf-dist|tex|latex/oberdiek|refcount.sty|2.807
article|texmf-dist|tex|latex/oberdiek|letltxmacro.sty|2.803
article|texmf-dist|tex|generic/oberdiek|bigintcalc.sty|2.802
article|texmf-dist|tex|generic/oberdiek|pdfescape.sty|2.800
article|texmf-dist|tex|generic/oberdiek|intcalc.sty|2.800
article|texmf-dist|tex|generic/oberdiek|bitset.sty|2.799
article|texmf-dist|tex|latex/oberdiek|xcolor-patch.sty|2.799
article|texmf-dist|tex|latex/oberdiek|hycolor.sty|2.799
elsarticle|texmf-dist|tex|latex/multirow|multirow.sty|2.793
amsart|texmf-dist|fonts|tfm/public/rsfs|rsfs7.tfm|2.792
elsarticle|texmf-dist|fonts|tfm/public/rsfs|rsfs7.tfm|2.785
svjour3|texmf-dist|fonts|tfm/public/amsfonts/symbols|msbm10.tfm|2.784
svjour3|texmf-dist|fonts|tfm/public/amsfonts/symbols|msam10.tfm|2.781
revtex4|texmf-dist|fonts|tfm/public/cm|cmsy10.tfm|2.777
article|texmf-dist|tex|latex/oberdiek|atveryend.sty|2.768
article|texmf-dist|tex|generic/oberdiek|uniquecounter.sty|2.766
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmti7.pfb|2.765
elsarticle|texmf-dist|tex|generic/oberdiek|atbegshi.sty|2.739
elsarticle|texmf-dist|fonts|tfm/public/cm|cmsy9.tfm|2.732
elsarticle|texmf-dist|fonts|tfm/public/cm|cmmi9.tfm|2.712
article|texmf-dist|tex|latex/tools|enumerate.sty|2.686
revtex4|texmf-dist|fonts|tfm/public/cm|cmbx8.tfm|2.658
elsarticle|texmf-dist|tex|generic/oberdiek|kvdefinekeys.sty|2.648
article|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi7.pfb|2.637
elsarticle|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmex9.tfm|2.630
revtex4|texmf-dist|fonts|tfm/public/cm|cmbsy10.tfm|2.629
elsarticle|texmf-dist|tex|latex/oberdiek|letltxmacro.sty|2.626
elsarticle|texmf-dist|tex|latex/oberdiek|refcount.sty|2.625
elsarticle|texmf-dist|tex|generic/oberdiek|intcalc.sty|2.622
revtex4|texmf-dist|fonts|tfm/public/cm|cmmib10.tfm|2.622
elsarticle|texmf-dist|tex|generic/oberdiek|pdfescape.sty|2.619
elsarticle|texmf-dist|tex|latex/base|inputenc.sty|2.614
elsarticle|texmf-dist|tex|generic/oberdiek|bitset.sty|2.610
elsarticle|texmf-dist|tex|latex/oberdiek|hycolor.sty|2.610
elsarticle|texmf-dist|tex|generic/oberdiek|bigintcalc.sty|2.610
elsarticle|texmf-dist|tex|latex/oberdiek|xcolor-patch.sty|2.610
amsart|texmf-dist|tex|generic/oberdiek|atbegshi.sty|2.603
svjour3|texmf-dist|tex|latex/amsfonts|amssymb.sty|2.587
elsarticle|texmf-dist|fonts|enc/dvips/base|8r.enc|2.579
elsarticle|texmf-dist|tex|generic/oberdiek|uniquecounter.sty|2.572
elsarticle|texmf-dist|tex|latex/oberdiek|atveryend.sty|2.572
amsart|texmf-dist|tex|generic/oberdiek|bigintcalc.sty|2.566
amsart|texmf-dist|tex|generic/oberdiek|pdfescape.sty|2.566
amsart|texmf-dist|tex|latex/oberdiek|refcount.sty|2.565
amsart|texmf-dist|tex|latex/oberdiek|letltxmacro.sty|2.561
elsarticle|texmf-dist|tex|generic/pgf/utilities|pgfkeys.code.tex|2.561
elsarticle|texmf-dist|tex|generic/pgf/math|pgfmath.code.tex|2.560
elsarticle|texmf-dist|tex|generic/pgf/math|pgfmathcalc.code.tex|2.560
amsart|texmf-dist|tex|generic/oberdiek|intcalc.sty|2.560
elsarticle|texmf-dist|tex|generic/pgf/math|pgfmathparser.code.tex|2.560
elsarticle|texmf-dist|tex|generic/pgf/math|pgfmathutil.code.tex|2.560
elsarticle|texmf-dist|tex|generic/pgf/utilities|pgfutil-common.tex|2.560
amsart|texmf-dist|tex|generic/oberdiek|bitset.sty|2.558
amsart|texmf-dist|tex|latex/oberdiek|xcolor-patch.sty|2.558
amsart|texmf-dist|tex|latex/oberdiek|hycolor.sty|2.558
revtex4|texmf-dist|fonts|tfm/public/cm|cmmi12.tfm|2.557
elsarticle|texmf-dist|tex|latex/caption|caption3.sty|2.556
article|texmf-dist|fonts|tfm/public/cm|cmss10.tfm|2.552
elsarticle|texmf-dist|fonts|type1/urw/times|utmr8a.pfb|2.543
elsarticle|texmf-dist|fonts|type1/urw/times|utmri8a.pfb|2.539
elsarticle|texmf-dist|fonts|type1/urw/times|utmb8a.pfb|2.531
article|texmf-dist|tex|latex/natbib|natbib.sty|2.526
revtex4|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib6.tfm|2.522
revtex4|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy6.tfm|2.518
elsarticle|texmf-dist|tex|generic/pgf/utilities|pgffor.code.tex|2.515
amsart|texmf-dist|tex|latex/oberdiek|atveryend.sty|2.509
amsart|texmf-dist|tex|generic/oberdiek|uniquecounter.sty|2.509
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmti8.pfb|2.508
revtex4|texmf-dist|tex|latex/tools|bm.sty|2.486
article|texmf-dist|tex|latex/subfigure|subfigure.sty|2.459
article|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib5.tfm|2.455
article|texmf-dist|tex|latex/tools|array.sty|2.451
article|texmf-dist|tex|latex/subfigure|subfigure.cfg|2.450
article|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy5.tfm|2.450
svjour3|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmex7.tfm|2.448
article|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib7.tfm|2.444
revtex4|texmf-dist|fonts|tfm/public/cm|cmex10.tfm|2.439
article|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy7.tfm|2.439
elsarticle|texmf-dist|fonts|tfm/public/cm|cmmi10.tfm|2.424
article|texmf-dist|tex|latex/float|float.sty|2.418
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmr5.pfb|2.383
revtex4|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib7.tfm|2.378
revtex4|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy7.tfm|2.374
elsarticle|texmf-dist|tex|generic/pgf/utilities|pgfrcs.code.tex|2.369
elsarticle|texmf-dist|tex|latex/pgf/utilities|pgfrcs.sty|2.368
revtex4|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib5.tfm|2.368
elsarticle|texmf-dist|tex|latex/tools|bm.sty|2.368
elsarticle|texmf-dist|tex|generic/pgf/utilities|pgfutil-latex.def|2.368
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepathusage.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcoretransformations.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcoreimage.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcorequick.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepathprocessing.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepoints.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcoretransparency.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/systemlayer|pgf.cfg|2.367
elsarticle|texmf-dist|tex|generic/pgf/systemlayer|pgfsyssoftpath.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcoregraphicstate.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcorearrows.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcoreshade.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepatterns.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcoreobjects.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcorescopes.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/systemlayer|pgfsys.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/systemlayer|pgfsysprotocol.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcorelayers.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcore.code.tex|2.367
elsarticle|texmf-dist|tex|generic/pgf/basiclayer|pgfcorepathconstruct.code.tex|2.367
elsarticle|texmf-dist|tex|latex/pgf/basiclayer|pgfcore.sty|2.365
elsarticle|texmf-dist|tex|latex/pgf/systemlayer|pgfsys.sty|2.365
revtex4|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy5.tfm|2.364
elsarticle|texmf-dist|tex|generic/pgf/modules|pgfmoduleshapes.code.tex|2.357
elsarticle|texmf-dist|tex|generic/pgf/modules|pgfmoduleplot.code.tex|2.357
elsarticle|texmf-dist|tex|latex/pgf/basiclayer|pgf.sty|2.356
elsarticle|texmf-dist|tex|latex/pgf/compatibility|pgfcomp-version-1-18.sty|2.356
elsarticle|texmf-dist|tex|latex/pgf/compatibility|pgfcomp-version-0-65.sty|2.352
article|texmf-dist|fonts|tfm/public/cm|cmss8.tfm|2.349
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi5.pfb|2.334
elsarticle|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm10.tfm|2.333
amsart|texmf-dist|tex|latex/xcolor|xcolor.sty|2.325
elsarticle|texmf-dist|tex|latex/pgf/utilities|pgffor.sty|2.321
elsarticle|texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarytopaths.code.tex|2.319
elsarticle|texmf-dist|tex|generic/pgf/modules|pgfmodulematrix.code.tex|2.319
elsarticle|texmf-dist|tex|generic/pgf/libraries|pgflibraryplothandlers.code.tex|2.319
elsarticle|texmf-dist|tex|generic/pgf/frontendlayer/tikz|tikz.code.tex|2.319
elsarticle|texmf-dist|tex|latex/pgf/frontendlayer|tikz.sty|2.315
elsarticle|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm7.tfm|2.314
svjour3|texmf-dist|fonts|tfm/public/cm|cmbx10.tfm|2.310
article|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm5.tfm|2.304
article|texmf-dist|fonts|type1/public/amsfonts/cm|cmr9.pfb|2.304
svjour3|texmf-dist|fonts|tfm/public/cm|cmmib10.tfm|2.302
svjour3|texmf-dist|tex|latex/base|ts1enc.def|2.302
svjour3|texmf-dist|fonts|tfm/public/cm|cmbsy10.tfm|2.297
article|texmf-dist|tex|latex/base|fontenc.sty|2.276
article|texmf-dist|fonts|type1/public/amsfonts/cm|cmti12.pfb|2.270
elsarticle|texmf-dist|tex|latex/hyperref|hpdftex.def|2.246
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmmi12.pfb|2.243
elsarticle|texmf-dist|tex|latex/amsfonts|ueuf.fd|2.239
svjour3|texmf-dist|tex|latex/base|fix-cm.sty|2.235
article|texmf-dist|fonts|tfm/public/cm|cmtt8.tfm|2.220
article|texmf-dist|fonts|tfm/public/cm|cmbxti10.tfm|2.209
svjour3|texmf-dist|fonts|tfm/public/amsfonts/symbols|msbm5.tfm|2.204
svjour3|texmf-dist|fonts|tfm/public/amsfonts/symbols|msbm7.tfm|2.204
svjour3|texmf-dist|fonts|tfm/public/amsfonts/symbols|msam7.tfm|2.201
svjour3|texmf-dist|fonts|tfm/public/amsfonts/symbols|msam5.tfm|2.201
svjour3|texmf-dist|tex|latex/amsfonts|umsa.fd|2.191
svjour3|texmf-dist|tex|latex/amsfonts|umsb.fd|2.191
revtex4|texmf-dist|fonts|tfm/public/cm|cmr10.tfm|2.178
elsarticle|texmf-dist|tex|latex/caption|caption.sty|2.177
svjour3|texmf-dist|tex|latex/graphics-def|dvips.def|2.177
svjour3|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmex8.tfm|2.166
elsarticle|texmf-dist|fonts|tfm/public/txfonts|rtxr.tfm|2.137
elsarticle|texmf-dist|fonts|tfm/public/txfonts|rtxptmri.tfm|2.136
elsarticle|texmf-dist|fonts|tfm/public/txfonts|rtxptmr.tfm|2.134
elsarticle|texmf-dist|fonts|type1/public/txfonts|rtxr.pfb|2.133
elsarticle|texmf-dist|fonts|vf/public/txfonts|txr.vf|2.132
elsarticle|texmf-dist|tex|latex/tools|xspace.sty|2.122
elsarticle|texmf-dist|fonts|tfm/public/txfonts|rtxmi.tfm|2.119
elsarticle|texmf-dist|fonts|type1/public/txfonts|txsy.pfb|2.119
elsarticle|texmf-dist|fonts|vf/public/txfonts|txmi.vf|2.118
elsarticle|texmf-dist|fonts|tfm/public/txfonts|rtxb.tfm|2.118
article|texmf-dist|fonts|tfm/public/cm|cmss12.tfm|2.118
elsarticle|texmf-dist|fonts|tfm/public/txfonts|rtxptmb.tfm|2.115
elsarticle|texmf-dist|fonts|type1/public/txfonts|rtxmi.pfb|2.114
elsarticle|texmf-dist|fonts|tfm/public/txfonts|rtxi.tfm|2.105
revtex4|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmmib8.tfm|2.102
revtex4|texmf-dist|fonts|tfm/public/amsfonts/cmextra|cmbsy8.tfm|2.096
article|texmf-dist|tex|latex/tools|verbatim.sty|2.086
elsarticle|texmf-dist|fonts|vf/public/txfonts|txb.vf|2.069
revtex4|texmf-dist|tex|latex/latexconfig|color.cfg|2.062
article|texmf-dist|tex|latex/caption|caption3.sty|2.061
amsart|texmf-dist|tex|latex/oberdiek|auxhook.sty|2.042
elsarticle|texmf-dist|fonts|vf/public/txfonts|txi.vf|2.039
amsart|texmf-dist|tex|latex/base|inputenc.sty|2.037
amsart|texmf-dist|tex|latex/graphics|epsfig.sty|2.037
amsart|texmf-dist|tex|latex/tools|verbatim.sty|2.031
elsarticle|texmf-dist|tex|generic/babel|babel.def|2.030
elsarticle|texmf-dist|tex|generic/babel|babel.sty|2.030
amsart|texmf-dist|tex|generic/oberdiek|hobsub-hyperref.sty|2.026
amsart|texmf-dist|tex|generic/oberdiek|hobsub-generic.sty|2.026
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmtt10.pfb|2.022
article|texmf-dist|tex|latex/base|t1enc.def|1.986
revtex4|texmf-dist|tex|latex/revtex4|12pt.rtx|1.982
revtex4|texmf-dist|tex|latex/graphics|epsfig.sty|1.974
elsarticle|texmf-dist|fonts|type1/public/amsfonts/symbols|msam10.pfb|1.970
elsarticle|texmf-dist|tex|latex/tools|enumerate.sty|1.963
revtex4|texmf-dist|fonts|tfm/public/cm|cmmi10.tfm|1.961
elsarticle|texmf-dist|fonts|type1/public/amsfonts/cm|cmbx12.pfb|1.951
elsarticle|texmf-dist|fonts|tfm/public/amsfonts/euler|eufm5.tfm|1.946
amsart|texmf-dist|tex|latex/oberdiek|epstopdf-base.sty|1.935
amsart|texmf-dist|tex|latex/oberdiek|grfext.sty|1.935
revtex4|texmf-dist|tex|latex/graphics|color.sty|1.929
elsart|texmf-dist|fonts|tfm/public/cm|cmsy6.tfm|1.917
elsart|texmf-dist|fonts|tfm/public/cm|cmmi8.tfm|1.917
elsart|texmf-dist|fonts|tfm/public/cm|cmr8.tfm|1.917
elsart|texmf-dist|fonts|tfm/public/cm|cmr12.tfm|1.917
elsart|texmf-dist|fonts|tfm/public/cm|cmmi6.tfm|1.917
elsart|texmf-dist|fonts|tfm/public/cm|cmr6.tfm|1.917
elsart|texmf-dist|fonts|tfm/public/cm|cmsy8.tfm|1.917
elsart|texmf-dist|fonts|tfm/public/cm|cmsy10.tfm|1.916
elsart|texmf-dist|fonts|tfm/public/cm|cmmi12.tfm|1.916
revtex4|texmf-dist|tex|latex/tools|array.sty|1.916
elsart|texmf-dist|fonts|map/fontname|texfonts.map|1.914
elsart|texmf-dist|tex|latex/base|ulasy.fd|1.903
elsart|texmf-dist|fonts|tfm/public/latex-fonts|lasy10.tfm|1.903
elsart|texmf-dist|fonts|tfm/public/latex-fonts|lasy8.tfm|1.903
elsart|texmf-dist|fonts|tfm/public/latex-fonts|lasy6.tfm|1.903
elsart|texmf-dist|fonts|tfm/public/latex-fonts|lasy7.tfm|1.903
elsart|texmf-dist|tex|latex/base|latexsym.sty|1.903
svjour3|texmf-dist|fonts|tfm/public/cm|cmr9.tfm|1.897
article|texmf-dist|tex|latex/tools|bm.sty|1.890
