First main dir|Second main dir|The rest of main dirs|Filename|Use count (%)
texmf-dist|fonts|tfm/adobe/helvetic|phvrrn.tfm|0.001
texmf-dist|fonts|tfm/public/wsuipa|wsuipa8.tfm|0.001
texmf-dist|fonts|type1/public/eurosym|feymo10.pfb|0.001
texmf-dist|fonts|tfm/jknappen/ec|ectt1728.tfm|0.001
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries/circuits|tikzlibrarycircuits.logic.US.code.tex|0.001
texmf-dist|tex|latex/datetime|dt-greek.def|0.001
texmf-dist|tex|latex/inconsolata|zi4.sty|0.001
texmf-dist|tex|latex/cjk/texinput/KS|KS.chr|0.001
texmf-dist|tex|context/bib|bibl-num.tex|0.001
texmf-dist|fonts|vf/bitstrea/charter|bchbc7t.vf|0.001
texmf-dist|doc|fonts/antt|antt-latex-math.tex|0.001
texmf-dist|fonts|type1/public/tex-gyre|qtmbi.pfb|0.001
texmf-dist|tex|latex/beamer/themes/theme/compatibility|beamerthemesplit.sty|0.001
texmf-dist|tex|xelatex/xetex-def|xetex.def|0.001
texmf-dist|doc|latex/bardiag/figs|examp5.tex|0.001
texmf-dist|doc|latex/figbib|figbib_sample.tex|0.001
texmf-dist|fonts|tfm/public/lm|ec-lmbxo10.tfm|0.001
texmf-dist|doc|latex/interval|interval.tex|0.001
texmf-dist|tex|latex/l3experimental/l3sort|l3sort.sty|0.001
texmf-dist|tex|latex/ptptex|ptptex.cls|0.001
texmf-dist|fonts|type1/public/hfbright|hfbrbs8.pfb|0.001
texmf-dist|tex|latex/pclnfss|arial.sty|0.001
texmf-dist|fonts|tfm/public/pl|plbsy10.tfm|0.001
texmf-dist|doc|latex/tcolorbox|tcolorbox.doc.technical.tex|0.001
texmf|doc|texlive/texlive-zh-cn|texlive-zh-cn.tex|0.001
texmf-dist|fonts|tfm/cspsfonts-adobe/ncntrsbk|pncri8z.tfm|0.001
texmf-dist|fonts|tfm/public/xcharter|XCharter-Roman-tlf-t1.tfm|0.001
texmf-dist|fonts|tfm/public/mathdesign/mdugm|mdugmri7m.tfm|0.001
texmf-dist|doc|latex/datatool/samples|sample-sort.tex|0.001
texmf-dist|tex|latex/biblatex-nature|nature.bbx|0.001
texmf-dist|source|latex/koma-script/doc/english|common-9.tex|0.001
texmf-dist|fonts|type1/mathdesign/mdbch|md-chr7t.pfb|0.001
texmf-dist|doc|latex/jslectureplanner/examples|metadata.tex|0.001
texmf-dist|fonts|tfm/jknappen/ec|ectc1095.tfm|0.001
texmf-dist|fonts|tfm/public/tex-gyre|ec-qcrr.tfm|0.001
texmf-dist|fonts|tfm/public/cbfonts|grmi1095.tfm|0.001
texmf-dist|tex|latex/extsizes|size20.clo|0.001
texmf-dist|doc|latex/comprehensive/source|fakelatexsym.sty|0.001
texmf-dist|doc|context/third/context-notes-zh-cn/src|cover.tex|0.001
texmf-dist|fonts|tfm/public/libertine|LinLibertineTI-tlf-t1.tfm|0.001
texmf-dist|tex|latex/txfontsb|txfontsb.sty|0.001
texmf-dist|fonts|tfm/mathdesign/mdugm|mdugmr8t.tfm|0.001
texmf-dist|fonts|tfm/adobe/utopia|putbi8r.tfm|0.001
texmf-dist|fonts|type1/public/cm-super|sfit1095.pfb|0.001
texmf-dist|fonts|tfm/zhmetrics/gbk|gbk49.tfm|0.001
texmf-dist|tex|generic/luatex85|luatex85.sty|0.001
texmf-dist|tex|latex/cmap|t2a.cmap|0.001
texmf-dist|fonts|enc/dvips/libertine|lbtn_naooyc.enc|0.001
texmf-dist|tex|generic/dirtree|dirtree.sty|0.001
texmf-dist|tex|latex/ifsym|uifclk.fd|0.001
texmf-dist|fonts|type1/public/yfonts-t1|yswab.pfb|0.001
texmf-dist|doc|latex/alterqcm/examples/latex|transparent-final.tex|0.001
texmf-dist|fonts|tfm/adobe/helvetic|phvb8cn.tfm|0.001
texmf-dist|doc|latex/minitoc|mtc-mem.tex|0.001
texmf-dist|fonts|tfm/public/libertine|LinLibertineT-tlf-ot1.tfm|0.001
texmf-dist|fonts|tfm/arphic/gbsnu|gbsnu53.tfm|0.001
texmf-dist|fonts|enc/dvips/pl|plsc.enc|0.001
texmf-dist|fonts|type1/public/inconsolata|Inconsolata-zi4r.pfb|0.001
texmf-dist|tex|latex/sparklines|sparklines.sty|0.001
texmf-dist|fonts|type1/public/kpfonts|jkpmn8a.pfb|0.001
texmf-dist|fonts|type1/public/cs|csr6.pfb|0.001
texmf-dist|doc|latex/thuthesis/example/data|resume.tex|0.001
texmf-dist|doc|latex/sugconf|SUGI-paper-example.txt|0.001
texmf-dist|fonts|tfm/public/bbm|bbmsl12.tfm|0.001
texmf-dist|fonts|tfm/mathdesign/mdugm|mdugmr7m.tfm|0.001
texmf-dist|tex|latex/newtx|omlnxlmi.fd|0.001
texmf-dist|tex|generic/babel|ukraineb.ldf|0.001
texmf-dist|fonts|type1/vntex/vnr|vnr8.pfb|0.001
texmf-dist|doc|latex/dialogl|codialog.tex|0.001
texmf-dist|tex|generic/pst-bspline|pst-bspline.tex|0.001
texmf-dist|fonts|tfm/arkandis/baskervald|ybvr8t.tfm|0.001
texmf-dist|tex|generic/pst-lens|pst-lens.tex|0.001
texmf-dist|tex|latex/biblatex-chicago|chicago-authordate.bbx|0.001
texmf-dist|tex|latex/sudoku|sudoku.sty|0.001
texmf-dist|doc|fonts/lh/fonttest|allenc.tex|0.001
texmf-dist|fonts|vf/bitstrea/charter|bchbi7t.vf|0.001
texmf-dist|fonts|tfm/public/inconsolata|ot1-zi4r-0.tfm|0.001
texmf-dist|fonts|vf/adobe/utopia|putr7t.vf|0.001
texmf-var|luatex-cache|generic/fonts/otf|lmroman7-regular.lua|0.001
texmf-dist|fonts|tfm/public/kpfonts|jkpmit7t.tfm|0.001
texmf-dist|tex|latex/base|article.sty|0.001
texmf-dist|fonts|tfm/jknappen/ec|ecsi1728.tfm|0.001
texmf-dist|tex|generic/qpxqtx|qtxmath.sty|0.001
texmf-dist|source|latex/yathesis/tableaux|expressions-standard.tex|0.001
texmf-dist|tex|latex/subfiles|subfiles.cls|0.001
texmf-dist|tex|latex/numericplots|NumericPlots_legend.tex|0.001
texmf-dist|fonts|vf/public/ae|aess17.vf|0.001
texmf-dist|fonts|pk/ljfour/public/cm/dpi600|cmbx10.pk|0.001
texmf-dist|fonts|type1/public/stix|STIXGeneral-Bold.pfb|0.001
texmf-dist|doc|latex/papercdcase|interactive.tex|0.001
texmf-dist|fonts|tfm/public/musixtex|musix13.tfm|0.001
texmf-dist|tex|latex/polski|ot4cmss.fd|0.001
texmf-dist|doc|context/manuals/reference/en/typography|encodings.tex|0.001
texmf-dist|tex|latex/pst-bar|pst-bar.sty|0.001
texmf-dist|doc|latex/aastex|natbib.tex|0.001
texmf-dist|doc|generic/pst-spirograph/animation|anim6.tex|0.001
texmf-dist|fonts|tfm/public/pl|plssbx10.tfm|0.001
texmf-dist|fonts|type1/vntex/vnr|vnti10.pfb|0.001
texmf-dist|tex|generic/babel-vietnamese|vietnam.ldf|0.001
texmf-dist|fonts|type1/public/xypic|xycmbt12.pfb|0.001
texmf-dist|doc|context/sources/general/manuals/languages|languages-back.tex|0.001
texmf-dist|fonts|pk/ljfour/public/cm/dpi600|cmr8.pk|0.001
texmf-dist|doc|fonts/libertine|libertinestd.tex|0.001
texmf-dist|fonts|type1/public/amsfonts/euler|euex9.pfb|0.001
texmf|doc|dvipdfm|dvipdfm.tex|0.001
texmf-dist|doc|asymptote/examples|refs.bib|0.001
texmf-dist|tex|latex/media9|media9.sty|0.001
texmf-dist|fonts|tfm/adobe/times|ptmbo8c.tfm|0.001
texmf-dist|tex|generic/pgf/systemlayer|pgfsys-dvipdfm.def|0.001
texmf-dist|fonts|type1/public/amsfonts/euler|eufb5.pfb|0.001
texmf-dist|tex|latex/newtx|t1ntxr1.fd|0.001
texmf-dist|tex|latex/gitinfo|gitinfo.sty|0.001
texmf-dist|fonts|tfm/arphic/gbsnu|gbsnu59.tfm|0.001
texmf-dist|doc|generic/pgf/text-en|pgfmanual-en-base-paths.tex|0.001
texmf-dist|tex|latex/baskervald|baskervald.sty|0.001
texmf-dist|source|fonts/arev|glyphlistot1.tex|0.001
texmf-dist|fonts|tfm/public/newtx|t1xrj.tfm|0.001
texmf|doc|texlive/texlive-ru|texlive-ru.tex|0.001
texmf-dist|fonts|tfm/public/pl|pltt12.tfm|0.001
texmf-dist|tex|latex/eurofont|eurofont.cfg|0.001
texmf-dist|tex|latex/greek-fontenc|textalpha.sty|0.001
texmf-dist|fonts|tfm/public/kpfonts|jkpssmn8r.tfm|0.001
texmf-dist|tex|latex/chappg|chappg.sty|0.001
texmf-dist|fonts|type1/public/xypic|xycmat12.pfb|0.001
texmf-dist|fonts|tfm/public/bangtex|bangsl10.tfm|0.001
texmf-dist|tex|latex/hyper|amsmath.hyp|0.001
texmf-dist|doc|latex/minitoc|mtc-ch0.tex|0.001
texmf-dist|fonts|tfm/public/tex-gyre|ec-qcsb.tfm|0.001
texmf-dist|fonts|type1/public/cm-super|sfsi0700.pfb|0.001
texmf-dist|tex|latex/t2|citehack.sty|0.001
texmf-dist|doc|latex/IEEEtran|testflow.tex|0.001
texmf-dist|doc|latex/guide-to-latex/exercises/chap2|exer2-3b.tex|0.001
texmf-dist|fonts|tfm/adobe/avantgar|pagdo7t.tfm|0.001
texmf-dist|fonts|type1/public/txfontsb|FreeSerifb-SmallCaps.pfb|0.001
texmf-dist|tex|latex/tugboat|ltugcomn.sty|0.001
texmf-dist|doc|metapost/base/source-tutorial|inclusion.tex|0.001
texmf-dist|fonts|tfm/adobe/palatino|pplb8c.tfm|0.001
texmf-dist|fonts|type1/mathdesign/mdbch|md-chri7m.pfb|0.001
texmf-dist|doc|fonts/archaic|phoenician-tryphnc.tex|0.001
texmf-dist|tex|latex/concmath|uccb.fd|0.001
texmf-dist|doc|latex/arsclassica/Chapters|Fundamentals.tex|0.001
texmf-dist|fonts|type1/public/cm-super|sftt1728.pfb|0.001
texmf-dist|doc|context/third/context-notes-zh-cn/src|doc-env.tex|0.001
texmf-dist|source|latex/latex-tds/tex|tools.tex|0.001
texmf-dist|tex|latex/fancynum|fancynum.sty|0.001
texmf-dist|doc|fonts/fontinst/test|v1916test2.tex|0.001
texmf-dist|doc|fonts/yannisgr|rgrpaper.tex|0.001
texmf-dist|fonts|type1/public/pl|plbx8.pfb|0.001
texmf-dist|fonts|type1/public/hfbright|hfbrsy8.pfb|0.001
texmf|doc|texlive/texlive-en/archive|live-2008.tex|0.001
texmf-dist|fonts|type1/public/cs|cstt10.pfb|0.001
texmf-dist|fonts|tfm/public/boondox|BOONDOX-b-calo.tfm|0.001
texmf-dist|fonts|tfm/jknappen/ec|tcbx1440.tfm|0.001
texmf-dist|fonts|tfm/mathdesign/mdugm|mdugmrma.tfm|0.001
texmf-dist|fonts|tfm/jknappen/fc|fcbx14.tfm|0.001
texmf-dist|doc|latex/latex-tipps-und-tricks|pstrick5.tex|0.001
texmf-dist|fonts|tfm/public/kpfonts|jkpmsc7t.tfm|0.001
texmf-dist|fonts|tfm/arkandis/baskervald|ybvb8t.tfm|0.001
texmf-dist|fonts|tfm/public/newtx|t1xbj.tfm|0.001
texmf-dist|fonts|tfm/public/cs|csr17.tfm|0.001
texmf-dist|tex|latex/tcolorbox|tcbtheorems.code.tex|0.001
texmf-dist|fonts|vf/public/pxfonts|p1xbi.vf|0.001
texmf-dist|doc|latex/cjk/examples|CJKmixed.tex|0.001
texmf-dist|tex|generic/babel-esperanto|esperanto.ldf|0.001
texmf-dist|fonts|tfm/public/kpfonts|jkpssmsl7t.tfm|0.001
texmf-dist|fonts|tfm/public/lm|t5-lmr9.tfm|0.001
texmf-dist|fonts|vf/public/txfonts|tcxb.vf|0.001
texmf-dist|fonts|type1/urw/helvetic|uhvr8ac.pfb|0.001
texmf-dist|tex|latex/pict2e|p2e-luatex.def|0.001
texmf-dist|fonts|tfm/public/kpfonts|jkpbn8t.tfm|0.001
texmf-dist|fonts|vf/mathdesign/mdbch|mdbchrma.vf|0.001
texmf-dist|source|latex/rcs/src/test|rcsid-param.tex|0.001
texmf-dist|fonts|type1/public/tex-gyre|qcsri.pfb|0.001
texmf-dist|fonts|tfm/jknappen/ec|ecbi2488.tfm|0.001
texmf-dist|fonts|type1/public/cm-super|sfsl0600.pfb|0.001
texmf-dist|fonts|tfm/public/iwona|ec-iwonab.tfm|0.001
texmf-dist|doc|fonts/frcursive|fcsource.tex|0.001
texmf-dist|tex|plain/pgf/utilities|pgffor.tex|0.001
texmf-dist|doc|generic/pst-spirograph/animation|anim1.tex|0.001
texmf-dist|doc|latex/visualpstricks/Source|noeud1.tex|0.001
texmf-dist|tex|latex/keystroke|keystroke.sty|0.001
texmf-dist|fonts|tfm/jknappen/ec|tcsi0800.tfm|0.001
texmf-dist|tex|latex/extsizes|size8.clo|0.001
texmf-dist|fonts|type1/public/hfbright|hfbrbs10.pfb|0.001
texmf-dist|fonts|tfm/public/kpfonts|jkpbn8r.tfm|0.001
texmf-dist|doc|generic/pgf/text-en|pgfmanual-en-dv-polar.tex|0.001
texmf-dist|tex|latex/tikz-timing|tikz-timing.sty|0.001
texmf-dist|tex|latex/ucs/data|uni-469.def|0.001
texmf-dist|doc|generic/pgf/text-en|pgfmanual-en-guidelines.tex|0.001
texmf-dist|fonts|vf/public/mathdesign/mdbch|mdbchb7t.vf|0.001
texmf-dist|fonts|type1/public/cm-super|sfss2488.pfb|0.001
texmf-dist|fonts|tfm/cspsfonts-adobe/helvetic|phvb8z.tfm|0.001
texmf-dist|fonts|tfm/jknappen/ec|ecrb1728.tfm|0.001
texmf-dist|fonts|tfm/public/kpfonts|jkpbmia.tfm|0.001
texmf-dist|tex|latex/classicthesis|classicthesis.sty|0.001
texmf-dist|fonts|tfm/adobe/courier|pcrbc8t.tfm|0.001
texmf-dist|fonts|tfm/bitstrea/charter|bchr8c.tfm|0.001
texmf-dist|tex|context/third/mathsets|t-mathsets.tex|0.001
texmf-dist|fonts|type1/public/stix|STIXGeneral-BoldItalic.pfb|0.001
texmf-dist|tex|latex/lm|t5lmtt.fd|0.001
texmf-dist|tex|latex/computational-complexity|ccaux.sty|0.001
texmf-dist|fonts|type1/public/cm-super|sfso0600.pfb|0.001
texmf-dist|tex|latex/dinbrief|dinbrief.cls|0.001
texmf-dist|fonts|type1/public/cs|csti10.pfb|0.001
texmf-dist|tex|latex/lm|ts1lmtt.fd|0.001
texmf-dist|fonts|type1/public/kpfonts|jkpbn8a.pfb|0.001
texmf-dist|tex|latex/stex/reqdoc|reqdoc.sty|0.001
texmf-dist|fonts|type1/public/stix|stix-mathsf.pfb|0.001
texmf-dist|fonts|tfm/public/mathdesign/mdugm|mdugmm8t.tfm|0.001
texmf-dist|fonts|tfm/public/cbfonts|gsmn0800.tfm|0.001
texmf-dist|tex|latex/tex-gyre|ot1qtm.fd|0.001
texmf-dist|tex|latex/xcharter|T1XCharter-Sup.fd|0.001
texmf-dist|tex|generic/pgfornament/vectorian|vectorian23.pgf|0.001
texmf-dist|fonts|type1/public/kpfonts|jkpbmi.pfb|0.001
texmf-dist|source|fonts/lh/tex|91berest.tex|0.001
texmf-dist|tex|generic/listofitems|listofitems.tex|0.001
texmf-dist|tex|latex/tikzmark|tikzlibrarytikzmark.code.tex|0.001
texmf-dist|fonts|tfm/public/gfsartemisia|artemisiab9a.tfm|0.001
texmf-dist|doc|latex/skb/user-guide/figures/dirtree|complete.tex|0.001
texmf-dist|tex|latex/pdfx|pdfx.sty|0.001
texmf-dist|fonts|vf/public/libertine|LinLibertineMT-tlf-t1.vf|0.001
texmf|doc|texlive/texlive-common/examples|ex6a.tex|0.001
texmf-dist|tex|latex/beamer/themes/color|beamercolorthemewhale.sty|0.001
texmf-dist|tex|latex/ucs/data|uni-35.def|0.001
texmf-dist|fonts|type1/public/kpfonts|jkpsya.pfb|0.001
texmf-dist|tex|context/third/construction-plan|t-construction-plan.tex|0.001
texmf-dist|tex|latex/economic|itaxpf.cls|0.001
texmf-dist|fonts|type1/public/hfbright|hfbr10.pfb|0.001
texmf-dist|tex|latex/computational-complexity|thcc.sty|0.001
texmf-dist|fonts|tfm/public/ar|ar5.tfm|0.001
texmf-dist|tex|latex/hobby|pgflibraryhobby.code.tex|0.001
texmf-dist|doc|fonts/phonetic/Doc/209|phonetic.sty|0.001
texmf-dist|tex|latex/outlines|outlines.sty|0.001
texmf-dist|tex|latex/gatech-thesis|gatech-thesis-gloss.sty|0.001
texmf-dist|tex|latex/koma-script|scrpage.sty|0.001
texmf-dist|doc|bibtex/ijqc|mybib.bib|0.001
texmf-dist|fonts|tfm/adobe/avantgar|pagko8c.tfm|0.001
texmf-dist|fonts|tfm/jknappen/fc|fci11.tfm|0.001
texmf-dist|fonts|type1/public/frcursive|frcsl10.pfb|0.001
texmf-dist|fonts|tfm/public/mathdesign/mdbch|md-chrmb.tfm|0.001
texmf-dist|source|latex/koma-script/doc|linkalias.tex|0.001
texmf-dist|tex|latex/pgfornament|pgfornament.sty|0.001
texmf-dist|fonts|type1/public/cm-super|sfxc0900.pfb|0.001
texmf-dist|doc|latex/tcolorbox|tcolorbox.doc.theorems.tex|0.001
texmf-dist|doc|latex/etoolbox|etoolbox.tex|0.001
texmf-dist|fonts|tfm/adobe/avantgar|pagkc8t.tfm|0.001
texmf-dist|fonts|type1/public/cs|csbx10.pfb|0.001
texmf-dist|fonts|tfm/jknappen/ec|tcsx0700.tfm|0.001
texmf-dist|fonts|type1/public/pxfonts|pxexa.pfb|0.001
texmf-dist|fonts|type1/public/pl|plitt10.pfb|0.001
texmf-dist|fonts|tfm/nowacki/iwona|rm-iwonar.tfm|0.001
texmf-dist|tex|latex/jknapltx|greekctr.sty|0.001
texmf-dist|fonts|type1/public/cs|csti9.pfb|0.001
texmf-dist|fonts|type1/public/cm-super|sfso1200.pfb|0.001
texmf-dist|tex|latex/boondox|uboondox-frak.fd|0.001
texmf-dist|fonts|tfm/public/eurosym|feymo10.tfm|0.001
texmf-dist|fonts|tfm/jknappen/ec|eccc2488.tfm|0.001
texmf-dist|tex|latex/barcodes|barcodes.sty|0.001
texmf-dist|tex|latex/ocr-latex|ocr.sty|0.001
texmf-dist|fonts|type1/vntex/vnr|vnr7.pfb|0.001
texmf-dist|fonts|type1/public/amsfonts/cm|cmssq8.pfb|0.001
texmf-dist|fonts|tfm/public/cbfonts|gsmn0900.tfm|0.001
texmf-dist|fonts|tfm/adobe/avantgar|pagdo8c.tfm|0.001
texmf-dist|tex|latex/achemso|natmove.sty|0.001
texmf-dist|tex|latex/concmath|ucca.fd|0.001
texmf-dist|tex|latex/oberdiek|listingsutf8.sty|0.001
texmf-dist|fonts|tfm/adobe/helvetic|phvro8cn.tfm|0.001
texmf-dist|tex|latex/listofsymbols|listofsymbols.sty|0.001
texmf-dist|fonts|tfm/public/kpfonts|jkposmn8t.tfm|0.001
texmf-dist|fonts|tfm/public/pxfonts|rpxpplro.tfm|0.001
texmf-dist|doc|latex/kopka/uebungen/kapitel8|ueba.tex|0.001
texmf-dist|tex|latex/struktex|struktxf.sty|0.001
texmf-dist|fonts|tfm/adobe/ncntrsbk|pncbo8t.tfm|0.001
texmf-dist|tex|latex/beamer/art|beamericonbook.pdf|0.001
texmf-dist|fonts|type1/public/txfonts|t1xbtt.pfb|0.001
texmf-dist|doc|fonts/hfoldsty|test-eco-hfo.tex|0.001
texmf-dist|doc|latex/guide-to-latex/exercises/chap3|exer3-5b.tex|0.001
texmf-dist|tex|latex/fnbreak|fnbreak.sty|0.001
texmf-dist|fonts|tfm/jknappen/ec|ecdh1000.tfm|0.001
texmf-dist|fonts|tfm/public/libertine|LinLibertineTB-tlf-ot1.tfm|0.001
texmf-dist|doc|pdftex/manual/samplepdf|supp-pdf.tex|0.001
texmf-dist|tex|latex/dirtytalk|dirtytalk.sty|0.001
texmf-dist|tex|latex/arabtex|aligs.sty|0.001
texmf-dist|tex|latex/fixme/layouts/target|fxtargetlayoutchangebar.sty|0.001
texmf-dist|fonts|tfm/adobe/bookman|pbkdc8t.tfm|0.001
texmf-dist|fonts|tfm/public/libertine|fxbr-t1.tfm|0.001
texmf|doc|xindy/style-tutorial|ex2.tex|0.001
texmf-dist|tex|latex/biblatex-chicago|chicago-authordate15.bbx|0.001
texmf-dist|fonts|vf/adobe/times|ptmb8c.vf|0.001
texmf-dist|fonts|type1/public/amsfonts/euler|euex7.pfb|0.001
texmf-dist|doc|latex/pdfwin|shortvec.tex|0.001
texmf-dist|tex|context/third/games|t-games.tex|0.001
texmf-dist|fonts|tfm/jknappen/ec|tcss0500.tfm|0.001
texmf-dist|fonts|tfm/mathdesign/mdput|mdputro8t.tfm|0.001
texmf-dist|doc|bibtex/abstyles|abstdok.tex|0.001
texmf-dist|fonts|tfm/adobe/ncntrsbk|pncbi8c.tfm|0.001
texmf-dist|tex|latex/chemformula|chemformula.sty|0.001
texmf-dist|fonts|tfm/public/ar|ar6.tfm|0.001
texmf-var|luatex-cache|generic/fonts/otf|lmromandemi10-regular.lua|0.001
texmf-dist|tex|latex/lstaddons|lstautogobble.sty|0.001
texmf-dist|fonts|tfm/jknappen/fc|fcr8.tfm|0.001
texmf-dist|fonts|tfm/public/txfonts|t1xbsssl.tfm|0.001
texmf-dist|fonts|tfm/public/lm|t5-lmri12.tfm|0.001
texmf-dist|fonts|tfm/jknappen/fc|fcbx10.tfm|0.001
texmf-dist|fonts|vf/public/fourier|futri8c.vf|0.001
texmf-dist|fonts|tfm/public/musixtex|musix11.tfm|0.001
texmf-dist|tex|latex/pgfornament|pgflibraryvectorian.code.tex|0.001
texmf-dist|doc|context/sources/general/manuals/languages|languages-basics.tex|0.001
texmf-dist|tex|generic/ruhyphen|enrhm2.tex|0.001
texmf-dist|fonts|tfm/arphic/gbsnu|gbsnu56.tfm|0.001
texmf-dist|fonts|tfm/adobe/helvetic|phvr8cn.tfm|0.001
texmf-dist|tex|context/base|m-format.tex|0.001
texmf-dist|fonts|opentype/public/lm|lmroman17-regular.otf|0.001
texmf-dist|doc|metapost/bpolynomial|bpolynomial.tex|0.001
texmf-dist|tex|latex/calculator|calculator.sty|0.001
texmf-dist|tex|latex/siggraph|siggraph.cls|0.001
texmf-dist|tex|latex/baskervald|ts1ybv.fd|0.001
texmf-dist|fonts|tfm/public/aurical|JanaSkrivana.tfm|0.001
texmf-dist|doc|latex/nddiss/example-v1.3|chapter2.tex|0.001
texmf|texmf|tex/generic/hyphen|ibyhyph.tex|0.001
texmf-dist|tex|latex/readarray|readarray.sty|0.001
texmf-dist|fonts|tfm/jknappen/ec|tcsi1200.tfm|0.001
texmf-dist|tex|latex/spie|spie.cls|0.001
texmf-dist|doc|generic/pgf/text-en|pgfmanual-en-gd-layered.tex|0.001
texmf-dist|fonts|tfm/zhmetrics/gbkkai|gbkkai64.tfm|0.001
texmf-dist|fonts|tfm/arkandis/baskervald|ybvri8c.tfm|0.001
texmf-dist|doc|metapost/base/source-manual|mplibapi.tex|0.001
texmf-dist|tex|latex/papercdcase|papercdcase.sty|0.001
texmf-dist|tex|latex/dinbrief|dinbrief.cfg|0.001
texmf-dist|tex|latex/computational-complexity|cc4elsart.sty|0.001
texmf-dist|fonts|vf/mathdesign/mdbch|mdbchb7t.vf|0.001
texmf-dist|fonts|type1/vntex/urwvn|ucrr8v.pfb|0.001
texmf-dist|tex|context/base|mtx-context-combine.tex|0.001
texmf-dist|doc|latex/bardiag|bardiag2.tex|0.001
texmf-dist|doc|latex/circ|cisyms.tex|0.001
texmf-dist|fonts|tfm/adobe/courier|pcrbo8c.tfm|0.001
texmf-dist|fonts|type1/public/tex-gyre|qcrr.pfb|0.001
texmf-dist|fonts|tfm/public/cbfonts|gsmn0600.tfm|0.001
texmf-dist|tex|generic/midnight|border.tex|0.001
texmf-dist|tex|latex/chessboard|chessboard-keys-pgf.sty|0.001
texmf-dist|tex|latex/allrunes|arl.fd|0.001
texmf-dist|fonts|tfm/zhmetrics/gbkkai|gbkkai25.tfm|0.001
texmf-dist|fonts|type1/public/hfbright|hfbrsy9.pfb|0.001
texmf-dist|tex|latex/hobby|pml3array.sty|0.001
texmf-dist|fonts|tfm/public/tex-gyre|ec-qtmbi.tfm|0.001
texmf-dist|fonts|tfm/public/lm|t5-lmro10.tfm|0.001
texmf-dist|tex|latex/pgfgantt|pgfgantt.sty|0.001
texmf-dist|fonts|tfm/adobe/bookman|pbkdo8t.tfm|0.001
texmf-dist|tex|cslatex/base|il2pnc.fd|0.001
texmf-dist|tex|latex/oberdiek|x-iso-8859-1.def|0.001
texmf-dist|fonts|tfm/public/libertine|LinLibertineMT-tlf-t1--base.tfm|0.001
texmf-dist|tex|latex/cyrillic|cp866nav.def|0.001
texmf-dist|fonts|vf/mathdesign/mdput|mdputrfc8t.vf|0.001
texmf-var|luatex-cache|generic/fonts/otf|lmromanslant10-regular.lua|0.001
texmf-dist|fonts|type1/public/stix|stix-mathex.pfb|0.001
texmf-dist|doc|context/sources/general/manuals/luatex|luatex-fonts.tex|0.001
texmf-dist|doc|latex/minitoc|mtc-mu.tex|0.001
texmf-dist|source|generic/vntex/tests|test-utf8.tex|0.001
texmf-dist|fonts|tfm/public/cmbright|ebtl10.tfm|0.001
texmf-dist|doc|latex/bxdpx-beamer/sample|test-navisymbol.tex|0.001
texmf-dist|tex|latex/baskervald|t1ybv.fd|0.001
texmf-dist|fonts|tfm/adobe/helvetic|phvbo8tn.tfm|0.001
texmf-dist|tex|latex/arabtex|aboxes.sty|0.001
texmf-dist|fonts|tfm/cspsfonts-adobe/ncntrsbk|pncr8z.tfm|0.001
texmf-dist|fonts|tfm/public/kpfonts|jkpbmi.tfm|0.001
texmf-dist|fonts|tfm/public/txfonts|rtxptmbo.tfm|0.001
texmf-dist|doc|latex/tkz-graph/latex|TKZdoc-gr-edge.tex|0.001
texmf-dist|fonts|type1/public/cm-super|sfsl0700.pfb|0.001
texmf-dist|fonts|tfm/zhmetrics/gbkkai|gbkkai26.tfm|0.001
texmf-dist|tex|latex/polyglossia|polyglossia.lua|0.001
texmf-dist|doc|latex/mdwtools|mathenv.tex|0.001
texmf-dist|fonts|vf/adobe/palatino|zppler7y.vf|0.001
texmf-var|luatex-cache|generic/fonts/otf|dejavusanscondensed.lua|0.001
texmf-dist|tex|latex/hfoldsty|t1hfoss.fd|0.001
texmf-dist|fonts|tfm/adobe/bookman|pbkli8c.tfm|0.001
texmf-dist|fonts|tfm/zhmetrics/gbkhei|gbkhei25.tfm|0.001
texmf-dist|tex|latex/arabtex|abjad.sty|0.001
texmf-dist|doc|latex/epslatex-fr|overlay.sty|0.001
texmf-dist|fonts|tfm/adobe/bookman|pbkdo8c.tfm|0.001
texmf-dist|fonts|tfm/public/lm|t5-lmbxi10.tfm|0.001
texmf-dist|tex|latex/apa6|apa6.cls|0.001
texmf-dist|source|platex/base|plnews04.tex|0.001
texmf-dist|fonts|tfm/vntex/urwvn|ucrr8v.tfm|0.001
texmf-dist|source|generic/knuth/errata|logmac.tex|0.001
texmf-dist|tex|latex/arabtex|aoutput.sty|0.001
texmf-dist|doc|latex/guide-to-latex/exercises/chap3|exer3-4a.tex|0.001
texmf-dist|doc|generic/pgf/text-en|pgfmanual-en-base-transformations.tex|0.001
texmf-dist|tex|plain/graphics-pln|color.tex|0.001
texmf-dist|fonts|tfm/public/gfsartemisia|artemisiasc9a.tfm|0.001
texmf-dist|fonts|vf/adobe/bookman|pbkli7t.vf|0.001
texmf-dist|tex|latex/seqsplit|seqsplit.sty|0.001
texmf-dist|fonts|tfm/cspsfonts-adobe/ncntrsbk|pncrc8z.tfm|0.001
texmf-dist|fonts|tfm/adobe/bookman|pbkdi8t.tfm|0.001
texmf-dist|fonts|type1/nowacki/iwona|iwonari.pfb|0.001
