First main dir|Second main dir|The rest of main dirs|Filename|Use count (%)
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolD10.tfm|0.265
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolB6.tfm|0.264
texmf-dist|tex|latex/tools|showkeys.sty|0.264
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolD6.tfm|0.264
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolE8.tfm|0.264
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolA8.tfm|0.262
texmf-dist|tex|latex/psnfss|palatino.sty|0.262
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolC5.tfm|0.262
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolF8.tfm|0.261
texmf-dist|tex|latex/IEEEtran|IEEEtran.cls|0.261
texmf-dist|tex|latex/harvard|harvard.sty|0.261
texmf-dist|tex|latex/mnsymbol|MnSymbol.sty|0.260
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolE5.tfm|0.260
texmf-dist|fonts|type1/public/amsfonts/euler|eusm10.pfb|0.260
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolA5.tfm|0.258
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolB8.tfm|0.258
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolD8.tfm|0.258
texmf-dist|fonts|tfm/public/lm|rm-lmbx7.tfm|0.258
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolF5.tfm|0.257
texmf-dist|tex|latex/youngtab|youngtab.sty|0.255
texmf-dist|tex|latex/supertabular|supertabular.sty|0.254
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolD5.tfm|0.254
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolB5.tfm|0.254
texmf-dist|tex|latex/hyperref|hypertex.def|0.253
texmf-dist|fonts|tfm/jknappen/ec|ecsl1095.tfm|0.253
texmf-dist|tex|latex/oberdiek|hypcap.sty|0.253
texmf-dist|fonts|tfm/public/bbold|bbold9.tfm|0.253
texmf-dist|fonts|tfm/adobe/helvetic|phvr8r.tfm|0.251
texmf-dist|tex|latex/ifsym|uifsym.fd|0.251
texmf-dist|tex|generic/pst-fill|pst-fill.tex|0.250
texmf-dist|tex|latex/endnotes|endnotes.sty|0.250
texmf-dist|tex|latex/pst-fill|pst-fill.sty|0.250
texmf-dist|fonts|tfm/adobe/times|ptmbi8r.tfm|0.249
texmf-dist|tex|latex/pict2e|pict2e.cfg|0.249
texmf-dist|tex|latex/pict2e|pict2e.sty|0.249
texmf-dist|fonts|tfm/public/ifsym|ifsym10.tfm|0.249
texmf-dist|tex|latex/vmargin|vmargin.sty|0.247
texmf-dist|tex|generic/pst-eps|pst-eps.tex|0.247
texmf-dist|fonts|tfm/public/ae|aer6.tfm|0.247
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolC7.tfm|0.247
texmf-dist|tex|latex/pst-eps|pst-eps.sty|0.247
texmf-dist|tex|latex/tools|varioref.sty|0.246
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolE7.tfm|0.245
texmf-dist|tex|latex/fancyvrb|fancyvrb.sty|0.245
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolA7.tfm|0.243
texmf-dist|tex|latex/base|t1enc.sty|0.243
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolF7.tfm|0.243
texmf-dist|fonts|type1/public/amsfonts/cm|cmss9.pfb|0.243
texmf-dist|tex|generic/pgfplots/sys|pgflibrarypgfplots.surfshading.pgfsys-dvips.def|0.243
texmf-dist|fonts|tfm/public/lm|lmsy9.tfm|0.242
texmf-dist|tex|latex/l3packages/l3keys2e|l3keys2e.sty|0.242
texmf-dist|fonts|tfm/public/lm|lmmi9.tfm|0.242
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolD7.tfm|0.240
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolB7.tfm|0.240
texmf-dist|fonts|tfm/jknappen/ec|tcrm1200.tfm|0.240
texmf-dist|tex|latex/tools|layout.sty|0.238
texmf-dist|tex|plain/amsfonts|amssym.tex|0.236
texmf-dist|tex|latex/xcolor|svgnam.def|0.235
texmf-dist|fonts|tfm/public/amsfonts/cyrillic|wncyr10.tfm|0.234
texmf-dist|doc|fonts/kpfonts|kpfonts-abstract.tex|0.234
texmf-dist|fonts|vf/adobe/courier|pcrr8t.vf|0.234
texmf-dist|tex|latex/sidecap|sidecap.sty|0.234
texmf-dist|tex|latex/base|omlcmr.fd|0.234
texmf-dist|tex|latex/varwidth|varwidth.sty|0.232
texmf-dist|fonts|tfm/jknappen/ec|ectt1200.tfm|0.232
texmf-dist|fonts|tfm/public/lm|ec-lmr9.tfm|0.232
texmf-dist|fonts|type1/public/cm-super|sfti1095.pfb|0.232
texmf-dist|tex|latex/lipsum|lipsum.sty|0.232
texmf-dist|tex|latex/l3kernel|l3pdfmode.def|0.231
texmf-dist|tex|latex/l3kernel|l3dvips.def|0.231
texmf-dist|tex|latex/pstricks|pst-all.sty|0.228
texmf-dist|fonts|tfm/public/lm|ec-lmri7.tfm|0.228
texmf-dist|fonts|type1/public/cm-super|sftt1000.pfb|0.226
texmf-dist|fonts|tfm/public/lm|ec-lmr5.tfm|0.226
texmf-dist|tex|latex/mdwtools|mdwlist.sty|0.224
texmf-dist|tex|latex/amscls|amsproc.cls|0.224
texmf-dist|tex|latex/boxedminipage|boxedminipage.sty|0.223
texmf-dist|tex|latex/hepnames|heppennames.sty|0.223
texmf-dist|fonts|tfm/public/ae|aebx12.tfm|0.221
texmf-dist|tex|latex/base|cp1250.def|0.221
texmf-dist|fonts|type1/public/cm-super|sfbx0900.pfb|0.221
texmf-dist|tex|latex/ae|t1aett.fd|0.221
texmf-dist|fonts|tfm/public/mathpazo|fplmbb.tfm|0.220
texmf-dist|fonts|type1/public/lm|lmr10.pfb|0.217
texmf-dist|tex|latex/psnfss|ufplmbb.fd|0.217
texmf-dist|tex|latex/pslatex|pslatex.sty|0.217
texmf-dist|tex|generic/xypic|xyps.tex|0.216
texmf-dist|tex|latex/fmtcount|fmtcount.sty|0.216
texmf-dist|fonts|type1/public/lm|lmsy10.pfb|0.216
texmf-dist|fonts|tfm/public/lm|ec-lmcsc10.tfm|0.215
texmf-dist|tex|latex/sectsty|sectsty.sty|0.215
texmf-dist|fonts|type1/public/esint-type1|esint10.pfb|0.215
texmf-dist|tex|latex/fmtcount|fc-english.def|0.213
texmf-dist|fonts|enc/dvips/lm|lm-mathsy.enc|0.212
texmf-dist|fonts|enc/dvips/lm|lm-rm.enc|0.212
texmf-dist|fonts|tfm/public/ae|aer7.tfm|0.211
texmf-dist|fonts|enc/dvips/lm|lm-mathit.enc|0.211
texmf-dist|tex|latex/yfonts|yfonts.sty|0.211
texmf-dist|fonts|tfm/jknappen/ec|ecbi1000.tfm|0.211
texmf-dist|fonts|tfm/public/amsfonts/euler|eurb7.tfm|0.211
texmf-dist|tex|generic/xypic|xyps-s.tex|0.211
texmf-dist|fonts|tfm/public/amsfonts/euler|eufb10.tfm|0.209
texmf-dist|tex|generic/xypic|xyps-c.tex|0.209
texmf-dist|tex|latex/pdfpages|pppdftex.def|0.209
texmf-dist|tex|latex/pdfpages|pdfpages.sty|0.209
texmf-dist|tex|latex/endfloat|endfloat.sty|0.207
texmf-dist|fonts|type1/public/amsfonts/cmextra|cmbsy8.pfb|0.207
texmf-dist|tex|latex/cyrillic|ot2cmr.fd|0.205
texmf-dist|fonts|type1/public/lm|lmr8.pfb|0.205
texmf-dist|tex|latex/ntheorem|ntheorem.sty|0.204
texmf-dist|tex|latex/ltxmisc|topcapt.sty|0.204
texmf-dist|fonts|type1/public/txfonts|txbsy.pfb|0.204
texmf-dist|fonts|type1/public/amsfonts/cmextra|cmmib9.pfb|0.202
texmf-dist|fonts|type1/public/lm|lmmi10.pfb|0.202
texmf-dist|tex|generic/pgfplots/sys|pgflibrarypgfplots.surfshading.pgfsys-pdftex.def|0.202
texmf-dist|fonts|tfm/public/lm|ec-lmr17.tfm|0.198
texmf-dist|tex|latex/tipa|t3enc.def|0.198
texmf-dist|tex|latex/tipa|t3cmr.fd|0.198
texmf-dist|tex|latex/oberdiek|aliascnt.sty|0.198
texmf-dist|fonts|type1/public/amsfonts/cmextra|cmbsy9.pfb|0.198
texmf-dist|tex|latex/koma-script|tocbasic.sty|0.197
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolS6.tfm|0.196
texmf-dist|fonts|type1/public/lm|lmex10.pfb|0.196
texmf-dist|tex|generic/xypic|xyarc.tex|0.196
texmf-dist|doc|latex/umthesis|conclusion.tex|0.196
texmf-dist|fonts|type1/public/cm-super|sfrm1728.pfb|0.194
texmf-dist|tex|latex/tipa|tipa.sty|0.194
texmf-dist|tex|latex/koma-script|scrartcl.cls|0.194
texmf-dist|fonts|type1/public/doublestroke|dsrom10.pfb|0.194
texmf-dist|fonts|type1/public/lm|lmri10.pfb|0.194
texmf-dist|fonts|vf/adobe/times|ptmbi7t.vf|0.193
texmf-dist|fonts|tfm/public/lm|rm-lmbx12.tfm|0.193
texmf-dist|fonts|tfm/public/lm|lmbsy7.tfm|0.193
texmf-dist|fonts|tfm/public/cm|cmssi12.tfm|0.193
texmf-dist|tex|latex/datetime|datetime.sty|0.192
texmf-dist|fonts|type1/public/lm|lmbx10.pfb|0.192
texmf-dist|fonts|type1/urw/palatino|uplr8a.pfb|0.192
texmf-dist|tex|latex/tools|delarray.sty|0.192
texmf-dist|fonts|enc/dvips/lm|lm-mathex.enc|0.192
texmf-dist|fonts|tfm/public/lm|lmbsy10.tfm|0.189
texmf-dist|fonts|type1/urw/palatino|uplri8a.pfb|0.187
texmf-dist|tex|latex/moreverb|moreverb.sty|0.187
texmf-dist|fonts|vf/adobe/helvetic|phvr7t.vf|0.187
texmf-dist|fonts|type1/public/lm|lmr6.pfb|0.187
texmf-dist|fonts|tfm/public/lm|lmmib7.tfm|0.187
texmf-dist|fonts|tfm/public/lm|lmmib10.tfm|0.187
texmf-dist|fonts|type1/public/cm-super|sfti0900.pfb|0.187
texmf-dist|tex|generic/pgf/libraries|pgflibraryfadings.code.tex|0.186
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryfadings.code.tex|0.186
texmf-dist|fonts|tfm/public/ae|aeti8.tfm|0.186
texmf-dist|tex|latex/pict2e|p2e-dvips.def|0.186
texmf-dist|fonts|tfm/adobe/palatino|pplrc7t.tfm|0.185
texmf-dist|tex|latex/beamer/translator|translator.sty|0.185
texmf-dist|tex|latex/beamer/translator|translator-language-mappings.tex|0.185
texmf-dist|tex|latex/base|graphpap.sty|0.183
texmf-dist|tex|latex/lm|omslmr.fd|0.183
texmf-dist|fonts|tfm/adobe/zapfchan|pzcmi7t.tfm|0.183
texmf-dist|fonts|tfm/public/amsfonts/euler|eufb7.tfm|0.182
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolS8.tfm|0.182
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolS10.tfm|0.182
texmf-dist|fonts|tfm/public/mathabx|matha12.tfm|0.182
texmf-dist|tex|generic/xypic|xy2cell.tex|0.182
texmf-dist|source|latex/koma-script/doc/english|introduction.tex|0.181
texmf-dist|fonts|tfm/public/mathabx|mathb12.tfm|0.181
texmf-dist|tex|latex/beamer/translator/dicts/translator-basic-dictionary|translator-basic-dictionary-English.dict|0.181
texmf-dist|tex|latex/ae|aecompl.sty|0.181
texmf-dist|tex|latex/was|gensymb.sty|0.179
texmf-dist|fonts|tfm/public/lm|rm-lmri10.tfm|0.179
texmf-dist|fonts|tfm/jknappen/ec|ecbx0600.tfm|0.178
texmf-dist|fonts|tfm/public/pxfonts|pxsyc.tfm|0.178
texmf-dist|fonts|type1/public/lm|lmmi8.pfb|0.178
texmf-dist|tex|latex/pxfonts|upxsyc.fd|0.178
texmf-dist|tex|latex/siunitx|siunitx.sty|0.177
texmf-dist|tex|latex/pxfonts|pxfonts.sty|0.177
texmf-dist|fonts|type1/urw/palatino|uplb8a.pfb|0.177
texmf-dist|fonts|tfm/public/ae|aer9.tfm|0.177
texmf-dist|tex|latex/jknapltx|mathbbol.sty|0.177
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolS5.tfm|0.175
texmf-dist|tex|latex/ucs/data|uni-0.def|0.175
texmf-dist|fonts|type1/public/cm-super|sfbx1728.pfb|0.174
texmf-dist|fonts|tfm/public/lm|ec-lmtt8.tfm|0.174
texmf-dist|tex|generic/dvips|rotate.tex|0.173
texmf-dist|tex|latex/csquotes|csquotes.cfg|0.173
texmf-dist|tex|latex/csquotes|csquotes.sty|0.173
texmf-dist|tex|latex/hypernat|hypernat.sty|0.173
texmf-dist|fonts|type1/public/cm-super|sfbx0800.pfb|0.173
texmf-dist|tex|latex/csquotes|csquotes.def|0.173
texmf-dist|fonts|type1/public/amsfonts/cm|cmitt10.pfb|0.173
texmf-dist|fonts|type1/public/amsfonts/euler|eurm10.pfb|0.173
texmf-dist|fonts|tfm/jknappen/ec|ecbx0700.tfm|0.173
texmf-dist|fonts|tfm/public/pxfonts|pxmia.tfm|0.171
texmf-dist|fonts|tfm/public/ae|aeti7.tfm|0.171
texmf-dist|fonts|tfm/adobe/times|ptmbi8t.tfm|0.171
texmf-dist|tex|latex/pxfonts|upxmia.fd|0.171
texmf-dist|fonts|type1/public/lm|lmsy8.pfb|0.171
texmf-dist|tex|generic/dvips|rotate.sty|0.171
texmf-dist|fonts|tfm/public/ae|aecsc10.tfm|0.171
texmf-dist|tex|latex/cyrillic|t2acmr.fd|0.170
texmf-dist|tex|latex/curves|curves.sty|0.170
texmf-dist|fonts|enc/dvips/lm|lm-ec.enc|0.170
texmf-dist|tex|latex/sttools|stfloats.sty|0.168
texmf-dist|tex|latex/cyrillic|ot2enc.def|0.168
texmf-dist|fonts|tfm/jknappen/ec|ecss1000.tfm|0.168
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolC12.tfm|0.168
texmf-dist|fonts|tfm/public/ae|aer17.tfm|0.168
texmf-dist|tex|latex/pst-math|pst-math.sty|0.168
texmf-dist|tex|latex/base|fleqn.sty|0.168
texmf-dist|tex|generic/pgf/libraries|pgflibraryarrows.meta.code.tex|0.168
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolE12.tfm|0.168
texmf-dist|fonts|type1/public/lm|lmmi6.pfb|0.168
texmf-dist|tex|latex/extarrows|extarrows.sty|0.167
texmf-dist|tex|latex/pxfonts|upxexa.fd|0.167
texmf-dist|tex|latex/pxfonts|ot1pxr.fd|0.167
texmf-dist|tex|latex/cyrillic|cp1251.def|0.167
texmf-dist|tex|latex/cyrillic|t2aenc.def|0.167
texmf-dist|fonts|tfm/public/pxfonts|pxi.tfm|0.167
texmf-dist|fonts|tfm/public/pxfonts|pxsya.tfm|0.167
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolA12.tfm|0.167
texmf-dist|fonts|type1/public/lm|lmr7.pfb|0.167
texmf-dist|tex|generic/pgf/libraries/decorations|pgflibrarydecorations.shapes.code.tex|0.167
texmf-dist|tex|latex/pxfonts|upxsya.fd|0.167
texmf-dist|tex|latex/pxfonts|omxpxex.fd|0.167
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarytrees.code.tex|0.167
texmf-dist|fonts|tfm/public/pxfonts|pxexa.tfm|0.167
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolF12.tfm|0.167
texmf-dist|tex|latex/pxfonts|omspxsy.fd|0.167
texmf-dist|tex|latex/pxfonts|omlpxmi.fd|0.167
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolD12.tfm|0.166
texmf-dist|fonts|tfm/public/pxfonts|pxsyb.tfm|0.166
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolB12.tfm|0.166
texmf-dist|tex|latex/here|here.sty|0.166
texmf-dist|tex|latex/tools|xr.sty|0.166
texmf-dist|tex|latex/pxfonts|upxsyb.fd|0.166
texmf-dist|fonts|type1/public/amsfonts/cmextra|cmmib6.pfb|0.166
texmf-dist|tex|latex/psnfss|omsppl.fd|0.164
texmf-dist|fonts|tfm/public/pxfonts|pxr.tfm|0.164
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryshadows.code.tex|0.163
texmf-dist|fonts|tfm/public/pxfonts|pxsy.tfm|0.163
texmf-dist|tex|latex/microtype|mt-ptm.cfg|0.163
texmf-dist|fonts|type1/public/amsfonts/symbols|msbm5.pfb|0.162
texmf-dist|fonts|type1/public/cm-super|sfti0600.pfb|0.162
texmf-dist|fonts|tfm/public/pxfonts|pxex.tfm|0.162
texmf-dist|tex|generic/pictex|postpictex.tex|0.160
texmf-dist|tex|latex/nomencl|nomencl.sty|0.159
texmf-dist|tex|latex/base|flafter.sty|0.159
texmf-dist|tex|generic/pictex|prepictex.tex|0.159
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibraryquotes.code.tex|0.158
texmf-dist|fonts|tfm/adobe/palatino|pplr8r.tfm|0.158
texmf-dist|fonts|type1/public/cm-super|sfcc1000.pfb|0.156
texmf-dist|fonts|tfm/jknappen/ec|tcrm0800.tfm|0.156
texmf-dist|tex|latex/tikz-cd|tikz-cd.sty|0.156
texmf-dist|fonts|type1/public/lm|lmr12.pfb|0.155
texmf-dist|tex|latex/calrsfs|OMSrsfs.fd|0.155
texmf-dist|tex|generic/tikz-cd|tikzlibrarycd.code.tex|0.155
texmf-dist|fonts|type1/public/lm|lmsy6.pfb|0.155
texmf-dist|fonts|type1/public/amsfonts/cm|cmsl9.pfb|0.154
texmf-dist|fonts|tfm/adobe/helvetic|phvr8t.tfm|0.152
texmf-dist|fonts|tfm/public/pxfonts|pxb.tfm|0.152
texmf-dist|fonts|tfm/jknappen/ec|ecbi1200.tfm|0.152
texmf-dist|fonts|tfm/adobe/palatino|pplri8r.tfm|0.151
texmf-dist|fonts|type1/public/amsfonts/cm|cmss17.pfb|0.151
texmf-dist|fonts|tfm/jknappen/ec|ecbx0500.tfm|0.151
texmf-dist|fonts|type1/public/lm|lmmi7.pfb|0.151
texmf-dist|tex|latex/ifmtarg|ifmtarg.sty|0.149
texmf-dist|tex|latex/subeqnarray|subeqnarray.sty|0.149
texmf-dist|tex|latex/ctable|ctable.sty|0.149
texmf-dist|fonts|type1/public/txfonts|txsyb.pfb|0.148
texmf-dist|tex|latex/microtype|mt-euf.cfg|0.148
texmf-dist|tex|latex/calrsfs|calrsfs.sty|0.148
texmf-dist|tex|generic/pgf/libraries|pgflibrarydecorations.shapes.code.tex|0.147
texmf-dist|fonts|tfm/adobe/palatino|pplb8r.tfm|0.147
texmf-dist|tex|latex/preprint|balance.sty|0.145
texmf-dist|fonts|tfm/public/pxfonts|pxmi.tfm|0.145
texmf-dist|tex|latex/mathtools|empheq.sty|0.145
texmf-dist|tex|latex/mciteplus|mciteplus.sty|0.145
texmf-dist|fonts|type1/public/lm|lmsy7.pfb|0.145
texmf-dist|fonts|tfm/adobe/times|ptmr8c.tfm|0.144
texmf-dist|fonts|tfm/public/lm|ec-lmtt10.tfm|0.144
texmf-dist|doc|generic/pgf/macros|pgfmanual-en-macros.tex|0.144
texmf-dist|tex|latex/mfnfss|oldgerm.sty|0.144
texmf-dist|fonts|tfm/public/mnsymbol|MnSymbolS7.tfm|0.144
texmf-dist|tex|latex/psnfss|ts1ptm.fd|0.144
texmf-dist|fonts|tfm/jknappen/ec|ecsl1000.tfm|0.143
texmf-dist|tex|latex/type1cm|type1cm.sty|0.141
texmf-dist|tex|latex/psnfss|t1ppl.fd|0.141
texmf-dist|tex|generic/xypic|xypspatt.tex|0.140
texmf-dist|tex|generic/xypic|xyps-ps.tex|0.140
texmf-dist|tex|generic/xypic|xypic.tex|0.140
texmf-dist|tex|latex/lm|ot1lmtt.fd|0.140
texmf-dist|fonts|tfm/adobe/palatino|pplr8t.tfm|0.140
texmf-dist|fonts|type1/public/txfonts|txtt.pfb|0.140
texmf-dist|tex|generic/xypic|xyps-pro.tex|0.140
texmf-dist|tex|generic/xypic|xypsdict.tex|0.140
texmf-dist|tex|latex/apacite|apacite.sty|0.140
texmf-dist|tex|latex/pstricks-add|pstricks-add.cfg|0.140
texmf-dist|tex|latex/gastex|gastex.sty|0.139
texmf-dist|tex|latex/mdwtools|footnote.sty|0.139
texmf-dist|fonts|type1/public/amsfonts/latxfont|lcircle1.pfb|0.139
texmf-dist|tex|latex/psnfss|t1phv.fd|0.139
texmf-dist|tex|generic/xypic|xydvips.tex|0.137
texmf-dist|fonts|tfm/public/amsfonts/euler|eurb5.tfm|0.137
texmf-dist|tex|latex/marginnote|marginnote.sty|0.136
texmf-dist|tex|generic/babel|germanb.ldf|0.136
texmf-dist|fonts|tfm/public/cm|cmu10.tfm|0.136
texmf-dist|fonts|tfm/public/lm|rm-lmri7.tfm|0.136
texmf-dist|tex|latex/xifthen|xifthen.sty|0.136
texmf-dist|fonts|tfm/public/lm|ec-lmri12.tfm|0.136
texmf-dist|tex|generic/pgfplots/oldpgfcompatib|pgfplotsoldpgfsupp_pgfmathfloat.code.tex|0.136
texmf-dist|fonts|tfm/adobe/times|ptmro8r.tfm|0.135
texmf-dist|tex|generic/pgfplots/oldpgfcompatib|pgfplotsoldpgfsupp_pgflibraryfpu.code.tex|0.135
texmf-dist|fonts|tfm/public/ae|aeti12.tfm|0.133
texmf-dist|tex|latex/bigfoot|suffix.sty|0.133
texmf-dist|fonts|tfm/adobe/helvetic|phvb7t.tfm|0.133
texmf-dist|tex|generic/xypic|xyps-f.tex|0.132
texmf-dist|tex|latex/hyphenat|hyphenat.sty|0.132
texmf-dist|fonts|tfm/public/mathpazo|zplmb7t.tfm|0.132
texmf-dist|tex|generic/xypic|xyps-l.tex|0.132
texmf-dist|fonts|tfm/jknappen/ec|tcrm0700.tfm|0.132
texmf-dist|fonts|tfm/public/lm|rm-lmri8.tfm|0.130
texmf-dist|fonts|tfm/public/ae|aer5.tfm|0.130
texmf-dist|tex|latex/siunitx/config|siunitx-abbreviations.cfg|0.129
texmf-dist|tex|generic/pictex|picmore.tex|0.129
texmf-dist|fonts|tfm/jknappen/ec|ecss1200.tfm|0.129
texmf-dist|tex|latex/collectbox|collectbox.sty|0.129
texmf-dist|tex|generic/pgf/frontendlayer/tikz/libraries|tikzlibrarychains.code.tex|0.129
texmf-dist|tex|latex/psnfss|charter.sty|0.129
texmf-dist|tex|generic/texdraw|texdraw.tex|0.128
texmf-dist|fonts|tfm/public/lm|lmmib5.tfm|0.128
texmf-dist|tex|latex/yhmath|OMXyhex.fd|0.128
texmf-dist|tex|generic/xypic|xyps-r.tex|0.128
texmf-dist|fonts|tfm/public/lm|lmbsy5.tfm|0.128
texmf-dist|tex|latex/adjustbox|adjcalc.sty|0.128
texmf-dist|fonts|tfm/public/yhmath|yhcmex10.tfm|0.128
texmf-dist|fonts|tfm/public/lm|ec-lmbx8.tfm|0.126
texmf-dist|fonts|tfm/adobe/palatino|pplri8t.tfm|0.126
texmf-dist|tex|generic/pictex|piccorr.sty|0.126
texmf-dist|fonts|tfm/jknappen/ec|tcrm0600.tfm|0.125
texmf-dist|fonts|type1/public/lm|lmbx12.pfb|0.125
texmf-dist|tex|latex/amsaddr|amsaddr.sty|0.125
texmf-dist|tex|latex/ifoddpage|ifoddpage.sty|0.124
texmf-dist|doc|metapost/base/source-tutorial|conclusion.tex|0.124
texmf-dist|fonts|tfm/public/lm|rm-lmr17.tfm|0.124
texmf-dist|fonts|tfm/adobe/palatino|pplb8t.tfm|0.124
texmf-dist|fonts|type1/public/lm|lmr9.pfb|0.124
texmf-dist|tex|latex/psnfss|ot1bch.fd|0.122
texmf-dist|tex|latex/ucs/data|uni-32.def|0.122
texmf-dist|fonts|vf/adobe/times|ptmro7t.vf|0.122
texmf-dist|fonts|tfm/bitstrea/charter|bchr7t.tfm|0.122
texmf-dist|fonts|tfm/bitstrea/charter|bchb7t.tfm|0.122
texmf-dist|tex|latex/base|letter.cls|0.122
texmf-dist|tex|generic/xypic|xypoly.tex|0.122
texmf-dist|fonts|tfm/public/txfonts|rtxbi.tfm|0.122
texmf-dist|tex|generic/texdraw|texdraw.sty|0.121
texmf-dist|tex|latex/lkproof|proof.sty|0.121
texmf-dist|tex|latex/thmtools|thm-autoref.sty|0.121
texmf-dist|fonts|tfm/public/bbding|bbding10.tfm|0.121
texmf-dist|tex|latex/thmtools|aliasctr.sty|0.121
texmf-dist|tex|latex/adjustbox|adjustbox.sty|0.121
texmf-dist|tex|latex/adjustbox|trimclip.sty|0.121
texmf-dist|tex|latex/thmtools|thm-patch.sty|0.121
texmf-dist|tex|latex/thmtools|parseargs.sty|0.121
texmf-dist|tex|latex/bbding|Uding.fd|0.121
texmf-dist|fonts|type1/public/stmaryrd|stmary10.pfb|0.121
texmf-dist|fonts|type1/public/cm-super|sftt0900.pfb|0.121
texmf-dist|fonts|type1/public/amsfonts/cm|cmsl8.pfb|0.120
texmf-dist|tex|latex/thmtools|thm-listof.sty|0.120
texmf-dist|tex|latex/thmtools|thmtools.sty|0.120
texmf-dist|tex|latex/thmtools|thm-restate.sty|0.120
texmf-dist|fonts|tfm/jknappen/ec|tcrm0500.tfm|0.120
texmf-dist|tex|latex/thmtools|thm-kv.sty|0.120
texmf-dist|fonts|type1/public/txfonts|txsya.pfb|0.120
texmf-dist|tex|latex/fmtcount|fcprefix.sty|0.118
texmf-dist|tex|latex/fmtcount|fcnumparser.sty|0.118
texmf-dist|tex|latex/base|shortvrb.sty|0.117
texmf-dist|tex|latex/yhmath|yhmath.sty|0.117
texmf-dist|fonts|tfm/jknappen/ec|ecss0800.tfm|0.117
texmf-dist|tex|latex/version|version.sty|0.117
texmf-dist|source|latex/yathesis/sections|abstract.tex|0.117
texmf-dist|fonts|tfm/adobe/zapfchan|pzcmi8r.tfm|0.117
texmf-dist|tex|latex/fourier|fourier-orns.sty|0.115
texmf-dist|tex|latex/oberdiek|stackrel.sty|0.114
texmf-dist|tex|latex/parskip|parskip.sty|0.114
texmf-dist|fonts|tfm/jknappen/ec|tcrm1095.tfm|0.114
texmf-dist|fonts|tfm/public/mathabx|matha9.tfm|0.114
texmf-dist|tex|latex/koma-script|scrsize11pt.clo|0.113
texmf-dist|fonts|type1/public/marvosym|marvosym.pfb|0.113
texmf-dist|tex|latex/psnfss|ot1pzc.fd|0.113
texmf-dist|fonts|vf/public/txfonts|txbi.vf|0.113
texmf-dist|fonts|tfm/public/mathabx|mathb9.tfm|0.113
texmf-dist|tex|latex/morefloats|morefloats.sty|0.113
texmf-dist|doc|latex/HA-prosper|HAPIntroduction.tex|0.111
texmf-dist|fonts|tfm/public/amsfonts/euler|eufb5.tfm|0.111
texmf-dist|fonts|type1/public/lm|lmr5.pfb|0.111
texmf-dist|fonts|tfm/public/lm|ec-lmbx9.tfm|0.111
texmf-dist|fonts|tfm/public/fourier|fourier-bb.tfm|0.111
texmf-dist|tex|latex/SIunits|SIunits.sty|0.110
texmf-dist|tex|latex/tensor|tensor.sty|0.110
texmf-dist|fonts|tfm/public/lm|rm-lmbx9.tfm|0.110
texmf-dist|fonts|tfm/public/txfonts|tcxr.tfm|0.110
texmf-dist|tex|latex/multirow|bigstrut.sty|0.110
texmf-dist|tex|latex/fourier|fmxfutm.fd|0.109
texmf-dist|tex|latex/makecell|makecell.sty|0.109
texmf-dist|tex|latex/fourier|fourier.sty|0.109
texmf-dist|fonts|tfm/jknappen/ec|ecss1095.tfm|0.109
texmf-dist|tex|latex/datetime|datetime-defaults.sty|0.107
texmf-dist|tex|latex/floatflt|floatflt.sty|0.107
texmf-dist|fonts|tfm/jknappen/ec|ecss0500.tfm|0.107
texmf-dist|fonts|vf/adobe/palatino|pplr7t.vf|0.107
